alex@feddit.de,414,3,4,60,529,17,14,1,0,0,71,12,24,0,0,0,237,30,101,56,3,0,47,0,53,0,0,17,10,16,2,0
9point6@lemmy.world,898,0,0,0,0,106,0,0,0,0,0,0,254,0,63,162,0,0,0,0,0,0,77,46,0,0,0,0,0,20,137,2
Kilgorio@lemmy.world,113,84,183,36,94,83,0,0,1,2,31,3,3,17,14,9,11,154,45,8,59,183,75,1,140,74,13,184,36,42,8,0
TDK@lemmy.world,310,46,34,162,48,91,0,6,21,12,7,44,56,23,0,14,24,3,1,33,21,30,76,367,22,82,4,37,22,46,35,0
Mrs_deWinter@feddit.de,19,3,26,0,0,160,1,0,0,3,6,73,147,4,5,75,5,3,5,5,3,94,98,12,539,226,2,2,0,115,4,38
alycat@lemmy.blahaj.zone,181,23,206,55,65,13,0,128,16,10,155,0,16,4,1,16,109,20,0,5,13,132,58,12,20,8,150,81,2,4,120,2
ArieTheFloof@lemmy.blahaj.zone,636,18,35,13,18,20,0,30,14,0,18,0,23,3,1,6,12,155,67,33,0,28,29,28,228,23,35,103,3,8,26,0
squids@sopuli.xyz,389,72,72,108,103,30,87,12,4,17,35,14,19,0,5,2,1,0,1,46,229,117,75,16,0,0,3,62,55,16,26,28
parsnip@lemmy.ca,185,0,0,5,13,2,0,0,0,15,63,0,237,0,0,0,121,0,0,0,0,0,133,0,343,0,0,0,0,475,0,0
rrconkle@lemmy.zip,66,21,32,29,58,6,0,0,19,5,0,34,137,185,0,4,2,0,1,19,433,253,87,30,19,57,17,47,9,17,0,0
IllinoisMapper@lemmy.world,803,0,0,137,162,43,0,0,2,0,0,38,50,2,46,55,0,2,0,0,0,5,95,0,4,33,0,10,0,101,0,0
PM_CTD@lemmy.world,133,36,22,18,18,82,3,6,40,68,21,72,48,62,0,37,12,9,0,74,116,93,260,132,38,4,2,160,63,13,6,1
Firebolt117@lemmy.world,95,111,64,73,31,319,14,5,17,142,28,23,42,81,5,45,7,26,8,18,23,43,24,23,13,16,8,85,38,77,34,46
HazySkies@lemmy.world,64,146,92,81,71,85,0,38,23,73,18,60,140,156,9,27,15,35,45,22,9,100,36,3,6,18,75,43,37,29,9,12
KAP03@lemmy.world,51,0,0,2,5,31,0,0,0,3,0,3,9,0,1,0,5,0,0,0,260,81,1040,9,58,1,0,0,0,2,9,0
magical@lemmy.henknet.org,110,0,0,0,0,38,0,0,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,180,0
Sarsaparilla@aussie.zone,287,20,23,20,4,100,0,0,4,0,16,6,15,0,0,0,0,56,0,0,0,168,447,120,0,0,6,24,13,103,74,47
weird_kit@lemmy.blahaj.zone,18,1259,0,0,38,2,0,0,0,0,42,30,0,0,0,0,0,0,10,4,0,0,1,0,0,0,109,16,17,2,0,0
Cdr_Johannsen@feddit.de,553,1,32,80,40,0,0,0,0,5,6,0,197,0,0,0,0,0,0,0,0,0,0,0,84,0,0,3,58,476,0,0
Syrc@lemmy.world,609,1,0,1,0,158,20,10,60,28,0,17,2,61,3,0,2,0,0,0,339,119,26,48,141,42,1,5,3,6,1,0
mubelotix@jlai.lu,175,1,41,2,78,489,3,2,5,26,38,220,46,1,2,8,16,4,0,0,13,53,20,4,12,44,10,4,1,197,1,9
PrimeSuspect@lemmy.blahaj.zone,515,7,0,0,0,131,0,0,0,0,363,151,4,3,18,32,18,1,0,0,0,230,4,0,0,0,0,1,0,0,0,33
Spiritdash@lemmy.world,1114,28,21,21,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,31
weebkent@ani.social,405,248,243,246,271,27,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35,27,0,0,0,2,4,0,1,0,0
DuskyRo@lemmy.world,289,18,0,27,40,7,76,42,77,39,46,317,0,0,0,450,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midnightmoon@lemmy.world,115,11,36,60,35,40,0,0,3,61,16,19,81,30,2,21,30,25,10,5,163,140,235,75,25,76,24,56,2,29,20,54
StillPaisleyCat@startrek.website,51,336,0,66,53,123,42,23,303,111,0,9,0,86,0,0,0,0,0,0,6,13,0,0,132,0,0,0,0,180,2,0
GlennMagusHarvey@mander.xyz,339,0,0,0,78,44,45,0,16,24,0,33,1,2,13,22,17,3,0,0,59,2,2,0,543,0,0,154,69,1,0,0
kafuupone@lemmy.world,48,307,9,9,12,47,4,1,4,2,36,85,54,32,7,18,8,2,55,63,51,69,184,51,76,83,12,69,30,28,20,12
tamlyn@lemmy.zip,471,25,66,53,54,37,55,41,54,36,7,47,30,101,0,26,28,19,2,0,159,52,48,27,0,0,0,0,0,7,0,2
lym@lemmy.world,269,96,143,80,98,62,3,0,9,26,20,23,18,30,0,58,6,47,4,28,32,86,48,18,60,55,26,58,3,15,10,0
Amidatelion097@lemmy.world,25,12,1,4,196,114,0,0,14,0,298,51,62,43,14,39,0,0,4,16,7,55,29,0,4,57,7,122,201,43,7,0
emi_x@lemmy.world,87,305,223,85,125,170,14,5,22,114,0,1,4,0,0,0,0,0,10,0,0,0,0,8,30,0,1,223,0,0,0,0
Etegon@programming.dev,563,218,227,9,27,44,0,1,0,6,17,20,35,0,6,15,12,7,0,0,3,81,59,16,1,5,4,4,15,15,2,2
tblflip@pawb.social,295,38,37,8,0,4,0,0,0,0,2,31,535,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,133,311,10,0
Pxtl@lemmy.ca,111,29,51,150,128,75,1,0,0,0,32,0,107,77,5,23,4,59,0,0,0,0,26,0,0,0,0,1,20,431,117,0
Shushue10@lemmy.world,17,21,68,17,38,223,1,2,73,44,21,27,58,0,1,27,6,50,125,70,77,44,60,5,4,73,12,209,8,73,12,2
Doborus@toast.ooo,141,191,78,27,74,12,5,0,20,16,16,9,16,35,6,20,16,28,28,22,83,31,26,8,181,38,1,15,214,22,30,0
PositiveControl@feddit.it,466,0,20,114,94,57,10,13,28,10,23,17,25,9,14,8,181,0,0,0,0,31,124,25,0,0,0,0,1,164,5,1
gratux@lemmy.blahaj.zone,405,0,36,47,10,27,20,14,5,70,48,33,150,0,0,53,10,0,3,0,9,138,9,0,95,33,11,79,14,33,0,38
AchillesUltimate@lemy.lol,425,328,127,32,159,31,36,35,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
koorool@feddit.de,267,0,2,1,1,37,0,0,0,0,0,0,237,11,7,1,1,5,6,5,4,2,592,0,0,0,0,0,10,201,0,0
user224@lemmy.sdf.org,267,0,0,8,0,6,7,0,18,29,72,4,20,0,0,5,0,0,0,0,2,0,440,2,141,12,0,10,0,332,0,0
ThatSnek@lemmy.world,70,184,26,90,39,89,1,3,0,5,2,14,26,57,7,23,7,4,19,41,43,59,50,29,36,136,23,215,42,51,32,15
IcyToes@sh.itjust.works,307,0,2,0,0,191,0,56,0,0,0,32,55,0,0,114,0,4,0,0,0,34,272,0,0,30,0,0,0,230,0,0
baascus@lemm.ee,370,0,0,0,0,78,0,0,0,0,0,0,1,0,30,0,20,0,0,0,0,0,37,258,0,0,0,7,0,536,0,0
kira_ananta@lemmy.blahaj.zone,195,0,119,113,154,68,0,0,0,0,52,0,102,21,8,0,0,0,48,0,2,164,0,0,0,0,21,165,1,122,0,0
ViperActual@sh.itjust.works,969,0,0,0,0,5,0,0,0,0,0,0,0,0,208,5,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smallpanther@lemmy.dbzer0.com,69,6,16,16,15,63,0,0,50,15,7,39,38,6,4,55,115,17,0,2,4,779,2,1,4,5,1,0,0,23,11,0
shotgun_crab@lemmy.world,148,447,273,13,16,9,0,0,0,0,1,14,17,0,0,131,0,0,0,0,61,75,27,52,0,33,0,0,0,7,0,0
namipa@lemmy.world,764,0,13,23,2,221,0,0,1,4,1,10,4,0,10,26,27,31,2,2,0,67,46,1,3,0,0,8,18,8,8,13
iso@lemy.lol,272,0,0,0,0,220,0,0,0,0,52,2,56,0,1,54,87,0,0,0,3,65,59,0,104,0,0,0,0,353,0,0
Nirfu@sh.itjust.works,34,140,106,138,53,2,33,29,74,17,26,2,0,33,0,59,119,209,91,58,8,0,0,2,0,0,0,2,28,9,9,10
Ategon@programming.dev,533,188,247,23,29,52,0,0,0,4,12,8,30,0,6,1,2,1,1,2,2,60,55,9,1,0,1,1,4,9,0,4
BatPonyEEE@lemmy.world,132,54,29,92,22,85,0,43,47,16,3,30,236,29,10,16,40,25,2,9,65,29,29,35,11,25,8,164,42,29,3,1
MrPoopapants@lemmy.world,194,4,3,25,6,50,0,1,0,0,12,40,37,18,3,8,3,96,181,29,77,27,109,82,82,63,10,42,13,43,6,0
ringmasterincestuous@aussie.zone,380,0,0,0,0,38,68,0,0,37,0,5,11,0,0,16,0,63,0,0,0,82,563,2,0,25,0,0,0,6,0,0
Tihan@lemmy.world,120,42,55,81,107,96,1,3,9,3,28,21,3,11,2,15,12,32,11,28,69,52,94,94,147,74,3,36,3,10,7,1
ChlorineAddict@lemmy.world,272,29,0,228,116,50,0,0,0,8,0,10,14,0,0,41,40,2,6,0,4,226,215,0,0,0,0,5,0,4,0,0
Rene_Z@lemmy.world,170,34,12,18,12,208,9,0,0,7,9,54,25,35,25,42,21,7,1,51,51,137,92,17,37,75,10,44,10,51,4,0
Autian@feddit.de,492,3,148,7,184,27,0,0,0,0,0,0,0,0,0,0,0,0,5,100,105,0,0,0,0,0,0,0,54,49,6,71
erin@lemmy.sidh.bzh,0,0,0,56,161,26,0,0,0,0,0,1,36,1,1,1,23,1,0,0,0,0,890,44,0,0,0,0,0,0,0,0
observer@feddit.de,335,5,19,116,0,179,0,0,0,2,1,0,355,0,0,0,0,0,0,0,0,2,0,0,72,1,0,2,0,153,0,0
cralder@feddit.nu,1,0,0,0,0,2,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,3,832,0,0,0,0,0,0,147,0,0
ctr1@fl0w.cc,124,84,32,29,99,79,0,0,0,0,4,2,64,32,4,8,0,0,0,0,0,195,88,122,98,96,1,11,15,51,0,0
eating3645@lemmy.world,49,4,29,36,9,30,6,119,80,87,57,91,26,15,9,8,10,26,10,1,2,198,63,184,17,2,6,4,0,35,5,24
BlueEther@lemmy.nz,408,0,36,83,48,25,0,15,38,19,0,0,0,0,0,0,5,27,0,0,0,0,0,312,0,0,0,0,0,215,5,0
testaccount789@sh.itjust.works,265,0,0,6,0,5,9,0,16,29,70,4,21,0,0,7,0,0,0,0,1,0,168,2,140,11,0,10,0,455,0,0
Kalcifer@lemmy.world,522,2,0,0,0,0,0,0,0,0,0,0,401,45,0,32,67,16,0,0,0,20,0,0,0,0,0,0,39,69,0,0
FireWire400@lemmy.world,3,0,0,0,0,60,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,970,0,0,0,0,0,0,198,0,0
Kuschdopf@feddit.de,187,6,0,2,8,79,0,22,13,44,13,72,245,0,0,1,35,302,1,0,0,5,0,0,0,1,0,0,0,194,0,0
Tacosaus@lemmy.world,150,0,0,85,4,39,0,0,28,41,359,28,1,0,0,1,41,0,0,0,0,12,230,0,0,0,0,0,0,1,168,0
Yomama@lemmy.world,176,3,0,8,0,22,0,4,2,6,1,3,2,7,47,35,0,92,80,94,13,53,137,321,4,43,0,16,4,3,4,0
nachtigall@feddit.de,249,0,0,6,0,5,0,27,0,2,0,0,154,26,3,1,2,17,17,0,0,82,139,47,133,0,0,224,1,11,0,25
Gogggy@lemmy.world,25,142,195,339,342,156,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,56,1,0,0,0,0
afedditor@lemmy.blahaj.zone,14,0,0,0,20,135,1,1,1,0,133,126,177,0,4,34,34,1,0,0,0,284,57,1,23,5,2,179,25,34,2,0
k2003@lemmy.world,58,1,1,3,8,44,0,3,0,1,0,2,4,0,8,0,5,1,0,0,145,22,815,1,35,0,0,0,0,2,13,0
seulgi@lemmy.ml,491,12,0,4,57,16,96,0,0,0,53,0,24,0,0,0,31,0,0,0,69,2,58,0,31,76,10,97,0,34,0,0
Limitless_screaming@lemmy.world,95,184,13,0,13,64,0,0,0,0,38,13,106,0,0,15,206,156,0,0,0,9,2,3,2,4,0,0,0,228,10,1
Dynoscord@lemmy.world,175,45,30,9,34,115,7,5,19,6,7,33,56,73,0,4,1,13,27,2,110,32,42,95,26,71,8,31,10,70,10,7
PLS_PM_ME_UR_NUDEZ@lemmy.world,3,12,4,4,19,61,131,64,9,8,1,12,168,24,1,19,25,7,0,0,129,83,16,73,0,0,3,151,59,31,1,25
ram@lemmy.ca,16,2,10,29,1,82,134,24,47,2,2,17,22,21,1,7,2,0,0,0,0,132,95,182,3,22,34,168,12,31,0,48
xuv@lemmy.blahaj.zone,287,4,1,34,137,21,0,0,13,0,111,168,7,90,0,2,2,0,0,0,0,192,12,0,29,3,0,8,0,41,1,0
grte@lemmy.ca,127,0,0,0,58,77,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,457,0,0,0,0,0,0,341,73,0
RobinSohn@feddit.de,244,100,110,60,74,54,0,0,30,17,0,10,55,62,16,60,0,1,13,0,2,23,2,78,108,33,2,14,1,8,0,4
HappySquid@feddit.ch,125,3,25,33,1,152,0,0,0,0,0,0,21,8,0,0,1,1,0,0,0,63,158,18,93,0,0,1,0,425,1,0
LengthierCrowd@lemm.ee,300,32,12,4,7,31,6,2,4,1,0,3,49,2,3,70,139,2,2,2,100,10,38,117,0,0,0,103,4,84,0,0
eatham@aussie.zone,71,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,43,0,0,0,0,0,9,0,0
nooch@lemmy.world,234,4,0,0,4,224,0,0,35,73,0,4,0,0,0,35,145,245,0,0,0,0,7,1,0,0,0,3,14,95,0,0
baascus@lemmy.world,247,0,0,0,0,69,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,37,257,0,0,0,2,0,461,0,0
iloverocks@feddit.de,71,0,0,0,73,98,0,1,0,0,9,8,69,0,0,43,70,0,0,0,19,521,12,0,20,49,16,25,1,1,0,0
nickname@lemmy.world,53,346,146,47,147,23,0,0,0,317,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,8,0
ludrol@bookwormstory.social,243,5,4,59,51,6,81,18,111,69,29,25,35,25,0,0,12,0,0,0,4,48,58,100,18,14,5,59,0,17,1,2
EnergyBeam@lemmy.world,422,4,121,2,11,56,0,0,4,0,0,0,38,6,0,1,4,2,1,88,10,17,88,3,180,2,6,55,15,21,1,0
anka@feddit.de,346,0,0,0,1,47,5,5,6,3,90,13,86,0,0,3,78,0,0,4,75,5,142,5,10,105,2,0,2,123,4,1
baascus@programming.dev,252,1,0,0,3,79,0,0,0,0,0,0,0,0,2,0,29,0,0,0,0,0,36,167,0,0,0,3,0,512,0,0
Speiser0@feddit.de,134,41,0,0,0,9,0,1,6,0,44,6,105,1,3,8,5,0,0,0,4,138,150,43,58,62,0,15,0,222,8,12
ythaha668@lemmy.world,131,42,37,16,133,75,0,0,12,37,0,4,10,83,1,4,16,169,140,1,48,10,1,3,53,35,2,84,4,4,0,0
shapeslemmyaccount@lemmy.world,362,3,17,5,27,35,0,0,5,0,1,110,10,117,27,3,27,1,0,0,4,1,39,88,0,0,0,0,0,213,1,0
anonpony1@lemmy.zip,302,0,1,328,0,38,0,6,0,0,0,3,0,69,0,9,0,0,0,0,0,6,7,0,278,0,0,0,28,0,0,0
AncientMariner@lemmy.world,114,0,2,1,0,169,0,48,0,0,0,40,35,1,0,120,0,4,0,0,0,26,244,0,0,26,0,0,0,230,0,0
beansleg@lemm.ee,25,5,43,42,25,34,8,75,118,169,26,81,19,6,2,10,6,30,6,3,1,100,52,83,20,2,4,4,0,33,11,20
FitchInks@feddit.de,523,0,0,9,23,6,98,42,13,1,0,0,0,0,0,0,0,0,60,56,0,72,64,0,0,1,0,0,37,10,45,0
AXLplosion@lemmy.zip,357,6,25,87,214,58,12,4,56,22,1,9,22,0,10,99,31,0,0,0,2,13,35,0,3,4,0,23,0,0,1,0
Shaik@lemmy.world,153,80,33,28,26,65,0,6,25,21,31,23,26,19,5,41,7,2,27,43,38,42,92,50,44,12,7,14,16,66,11,7
AnarchyArcher@lemmy.world,80,52,25,51,48,164,3,10,0,4,20,32,2,22,3,12,21,3,23,6,26,50,130,113,40,14,4,50,9,37,3,1
provomeister@lemmy.ca,89,7,4,0,0,44,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,2,677,0,0,0,0,0,39,162,0,0
famfo@social.dn42.us,71,2,2,96,9,33,0,0,0,0,0,0,0,1,0,0,12,68,0,0,0,19,585,0,0,0,0,0,0,0,144,0
haganbmj@lemmy.ml,72,11,13,9,8,26,38,1,140,34,0,3,32,4,0,8,117,0,0,0,59,99,86,236,4,0,0,0,0,35,0,0
Estiar@sh.itjust.works,71,117,69,87,142,34,0,12,5,10,6,39,38,13,0,10,24,16,4,12,23,66,36,2,121,23,1,15,9,20,6,0
prodigalsorcerer@lemmy.ca,244,8,5,70,386,41,0,0,35,9,0,0,166,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,16,2,0
Bigcheese@lemmy.world,70,35,64,59,109,33,0,0,6,152,1,30,14,3,0,15,2,36,0,1,106,33,29,70,15,9,23,63,46,11,1,0
SirBwennan@lemmy.world,15,9,2,9,13,30,0,0,0,17,105,55,68,18,8,29,178,26,0,0,1,58,70,0,48,23,0,27,0,222,5,2
mruczek@lemm.ee,443,55,97,132,12,9,0,0,0,0,6,0,3,0,28,14,19,21,0,0,0,62,0,0,0,0,0,0,0,106,7,8
koper@feddit.nl,625,0,3,6,163,88,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,7,0,5,0,0,0,0,0,0,116
Gurkinator@toast.ooo,348,1,17,0,0,106,0,0,0,4,0,0,143,0,0,65,97,14,0,43,10,1,1,0,0,0,0,0,2,236,14,6
Gamer_Lab1234@lemmy.world,162,23,47,34,32,56,57,3,10,22,15,10,43,14,4,18,29,20,2,0,20,28,44,5,7,31,26,205,6,99,0,0
talou@jlai.lu,0,31,0,1,11,16,0,1,0,9,9,26,209,2,0,6,15,0,0,16,288,144,102,39,24,11,6,3,0,11,9,14
minishoemaze@beehaw.org,354,0,11,1,43,7,102,111,66,94,0,0,10,14,0,1,0,0,0,0,0,0,5,0,9,7,0,0,0,80,1,92
itsmect@monero.town,422,10,136,24,31,91,27,7,0,5,107,89,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,31,6,0
PixeIOrange@lemmy.world,0,0,0,0,1,32,0,5,10,2,32,16,79,5,10,103,68,69,0,14,62,68,209,17,37,41,39,0,15,67,14,2
miningforrocks@lemmy.ml,30,0,1,0,63,83,0,1,0,0,0,13,77,0,0,26,53,0,0,0,22,503,9,0,21,38,20,27,1,0,0,0
grimcient@lemmy.world,332,148,79,128,145,26,0,0,2,0,1,20,0,12,0,0,0,0,7,7,8,0,10,4,9,0,0,0,0,0,48,0
federalreverse@feddit.de,9,1,0,3,5,126,16,174,113,30,0,0,0,0,0,0,1,555,0,0,0,1,19,0,0,0,0,22,0,1,0,28
Roundcat@lemmy.ca,245,1,0,5,6,58,112,42,0,0,6,0,11,0,0,0,15,2,56,38,1,15,53,0,101,78,12,72,0,48,21,0
Bonestyx@lemmy.world,36,15,31,23,61,264,1,6,1,143,23,20,36,63,1,5,0,3,1,4,7,41,12,6,8,10,3,19,26,52,30,35
redd@discuss.tchncs.de,102,18,1,145,280,68,0,0,1,0,146,9,7,0,45,9,2,1,1,0,0,2,55,11,0,0,0,0,34,91,0,0
mac@programming.dev,309,152,236,13,40,50,0,0,0,6,12,6,15,0,10,3,5,7,1,0,2,45,20,8,3,1,4,0,7,11,1,8
grant@toast.ooo,375,29,15,30,21,147,0,0,0,0,152,0,58,6,93,7,162,0,0,3,25,39,26,0,0,0,17,0,36,14,12,0
KrisDeltarune@lemmy.world,488,3,0,0,1,42,0,0,0,0,0,29,49,0,0,2,0,27,44,1,2,0,7,36,19,21,4,38,1,153,9,0
komplekx@lemmy.world,632,0,0,0,0,52,8,0,0,0,59,26,64,0,0,0,5,0,0,0,0,12,1,0,5,0,0,0,0,108,1,0
Definitelynotacat@sh.itjust.works,1,0,0,0,0,110,8,158,3,4,0,0,27,65,10,11,52,93,0,0,0,305,9,1,60,49,42,34,0,0,0,0
neurospice@lemmy.dbzer0.com,70,7,29,66,77,8,0,71,4,9,106,0,25,4,0,8,31,37,3,7,45,89,55,4,8,13,44,57,1,0,74,2
stoneykins@lemmy.world,79,0,15,17,306,11,0,0,0,0,57,5,87,29,26,21,95,2,0,0,19,45,23,0,0,43,0,48,0,27,0,0
Techno@lemmy.world,290,0,2,2,22,54,0,0,20,40,200,0,10,0,0,2,40,0,0,0,0,12,150,0,0,0,0,0,0,5,102,0
L3s@lemmy.world,162,1,5,71,27,86,0,1,2,108,33,13,0,0,46,22,0,52,0,0,0,151,32,43,0,0,0,12,0,42,42,38
talou@lemmy.world,4,97,1,1,9,9,0,1,0,7,0,32,228,1,0,0,5,0,0,15,272,57,114,29,27,4,7,3,1,2,3,16
depress_mode@lemmy.world,325,0,0,0,4,41,0,0,0,0,0,5,2,39,4,34,22,17,7,3,3,43,96,75,1,20,11,4,184,1,6,0
577_Rhea@lemmy.blahaj.zone,24,1,0,0,0,124,0,0,0,0,505,7,8,0,0,0,7,0,0,0,0,214,7,0,7,0,1,28,0,7,0,0
crazyminner@sh.itjust.works,866,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0
GaiusGornicusCaesar@startrek.website,359,0,0,21,24,39,0,0,97,19,26,19,2,4,0,0,3,0,0,0,19,45,14,0,1,0,2,53,40,171,0,0
slakett@feddit.de,553,9,0,0,0,113,0,0,0,0,1,0,0,0,0,2,276,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ack12@programming.dev,247,175,207,18,32,73,0,0,1,8,6,6,17,0,6,8,6,9,1,1,0,57,15,10,2,1,1,2,7,23,1,2
redw0rm@kerala.party,91,6,6,12,34,1,0,9,9,7,43,193,91,0,0,1,55,0,0,0,0,30,0,0,50,0,0,46,1,224,20,5
Atan@lemmy.ml,0,0,0,0,0,33,0,0,0,0,1,34,82,0,1,117,0,0,0,0,1,78,346,2,2,120,0,0,0,125,5,0
4rano@lemmy.world,2,0,0,0,0,16,15,25,0,0,205,36,1,0,0,0,5,0,0,0,0,41,239,0,93,66,2,0,14,172,0,0
soliloquy@startrek.website,840,0,0,0,2,7,0,11,32,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,6
panterita@lemmy.world,43,2,27,22,20,41,0,0,0,1,14,1,4,1,5,0,6,0,1,3,0,746,0,0,0,4,0,0,9,11,0,0
hubi@feddit.de,79,16,14,37,5,21,14,5,9,11,0,15,44,0,0,0,0,3,0,0,36,108,1,1,3,14,12,140,14,30,7,287
Melkmeisje@lemmy.world,239,1,0,3,10,66,0,0,22,39,222,16,10,0,0,3,40,0,0,0,0,32,124,0,0,0,0,0,0,4,95,0
BloodSurg@lemmy.world,25,26,13,4,205,35,0,0,7,16,15,50,23,0,0,43,0,11,0,6,24,10,0,3,16,93,4,64,171,53,8,0
PwnTra1n@lemmy.world,16,18,16,18,16,40,0,0,2,1,4,98,64,0,0,65,0,0,0,0,0,115,95,0,0,67,1,0,0,288,0,0
SeaOfTroubles@lib.lgbt,375,0,0,0,41,27,77,0,0,0,56,5,37,0,0,5,2,0,1,0,0,7,76,0,0,6,0,27,0,193,3,0
waterplants@lemm.ee,33,15,0,41,29,89,0,0,6,0,13,4,105,76,6,9,116,0,26,22,75,22,17,0,0,0,1,3,0,7,198,0
mira@lemmy.blahaj.zone,126,4,16,18,0,4,5,20,0,0,0,36,60,0,0,42,0,0,0,0,0,63,0,0,0,84,9,131,4,257,0,23
SebSnares@feddit.de,283,4,0,3,39,10,0,0,7,1,0,7,106,7,0,18,2,55,0,0,0,0,0,0,9,0,0,19,132,73,87,35
qubik@lemmy.world,73,0,0,0,0,4,0,0,0,0,0,0,223,0,0,0,1,0,0,0,0,7,428,0,0,0,0,0,0,162,0,0
fede@lemmy.world,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0
Monologue@lemmy.zip,251,0,34,0,0,24,0,38,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,240,0,0
