whynotnat@monyet.cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,2,0,0
lenny@lemmy.federa.net,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NanoPi@lemmy.world,67,180,48,77,99,20,1,3,27,49,16,88,43,47,75,63,19,95,55,135,179,260,225,125,157,266,14,169,67,111,4,11
NoHopeUnderBlackSun@lemmy.world,25,15,26,25,18,9,0,0,0,0,0,5,12,15,0,4,9,5,0,0,77,111,33,0,17,1,1,22,37,1,0,23
AnarchyArcher@lemmy.world,79,52,25,51,48,151,3,10,0,4,19,31,2,22,3,12,21,3,23,6,26,50,130,112,40,13,4,47,7,36,3,1
Lilou41@lemmy.world,247,110,24,94,114,30,13,11,45,35,189,330,192,138,0,124,20,6,27,15,91,125,49,42,119,122,20,4,51,162,67,54
Romben@lemmy.ca,10,19,1,38,72,1,0,0,0,1,0,6,80,0,0,0,0,0,0,0,0,0,101,35,0,0,9,2,0,0,0,0
Demigodrick@lemmy.zip,9,0,0,0,0,0,0,13,2,1,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Today@lemmy.world,112,0,45,92,290,1,0,0,0,0,0,0,0,0,0,8,136,0,0,0,0,5,114,0,28,0,0,0,0,34,0,0
HazySkies@lemmy.world,63,146,92,80,71,72,0,38,23,73,18,60,140,156,8,27,15,35,45,22,8,100,36,3,6,18,75,41,37,29,9,12
Aenigma@lemmy.world,559,381,200,159,61,69,0,0,1,0,36,70,0,3,0,0,2,1,5,25,111,4,167,35,153,131,16,193,0,152,134,0
BoltSlayer@lemmy.world,16,48,2,1,4,30,0,1,4,2,10,35,22,2,0,51,9,8,14,8,7,4,45,11,34,25,7,32,8,10,0,2
amansman@lemmy.world,0,0,2,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,42,0,0
Parad1se@lemmy.world,0,1,1,3,2,0,0,0,30,14,33,0,0,3,0,15,0,0,13,0,57,15,7,0,9,0,0,0,7,0,11,0
Estiar@sh.itjust.works,71,117,69,87,141,33,0,12,5,10,6,39,38,13,0,10,24,16,4,12,23,66,36,2,121,23,1,15,9,20,6,0
SpeedrunnerG55@lemmy.world,2,2,0,0,0,4,0,0,0,0,0,1,4,0,0,3,0,0,0,1,1,34,17,0,0,0,7,54,31,0,19,0
BigChungus21@lemmy.world,82,51,15,9,13,13,0,0,0,2,7,25,32,18,4,12,0,0,0,15,99,72,85,5,35,40,5,141,30,22,2,0
peter_pangolin@toast.ooo,514,224,0,1,23,59,41,182,47,53,34,24,141,24,1,0,9,0,2,0,561,166,412,39,70,8,0,5,49,85,207,4
provomeister@lemmy.ca,89,7,4,0,0,38,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,2,677,0,0,0,0,0,39,161,0,0
KotFlinte@feddit.de,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LittleEndu@lemmy.world,40,58,6,89,6,0,27,40,40,48,0,0,0,0,4,0,3,26,0,0,10,15,28,38,23,0,29,27,12,3,0,36
nickname@lemmy.world,53,346,146,47,147,1,0,0,0,317,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,8,0
Compn12@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0
Kira_Ananta@lemmy.blahaj.zone,33,0,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,49,1,6,0,0
eqminmax@lemmy.world,437,7,23,0,0,48,0,0,0,0,5,0,0,0,0,0,102,85,0,0,2,9,6,0,0,0,0,0,2,0,0,0
Rose@lemmy.world,1465,27,4,2,0,87,0,0,9,3,5,0,87,0,4,0,0,74,0,0,0,4,1,0,0,0,0,93,12,11,8,7
IAmAPeach@lemmy.world,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,22,0,0,0,0
TrippaSnippa@aussie.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cloud_Y@lemmy.world,471,304,421,278,179,12,28,9,207,75,0,0,0,0,0,0,0,0,0,0,0,9,0,20,0,0,291,71,0,0,111,0
Xypev@lemmy.fmhy.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
IPimpMickeyMouse@lemmy.world,2,0,0,9,3,0,20,17,0,9,2,89,3,23,0,0,0,0,0,0,29,12,0,0,2,0,1,1,5,6,0,4
Noah@lemmy.federated.club,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0
emi_x@lemmy.world,86,305,222,85,124,165,14,5,22,114,0,1,4,0,0,0,0,0,10,0,0,0,0,8,30,0,1,223,0,0,0,0
kencombos@lemmy.world,54,67,8,0,0,24,33,4,2,0,0,0,0,0,0,0,0,0,0,0,8,26,61,6,0,0,2,33,0,0,0,0
Plaz_ma@lemmy.world,45,10,33,57,62,18,2,0,4,0,0,0,25,12,0,0,0,0,0,0,0,0,62,7,0,0,48,21,0,0,0,0
hatchet@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
MudSkipperKisser@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gtaEPIC@lemmy.world,27,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,11,0,0,12,111,0,1,0,0
kafuupone@lemmy.world,47,306,9,9,11,13,4,1,4,2,36,85,54,32,7,17,8,2,55,63,51,69,184,51,75,83,12,68,30,28,20,12
fr33man@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
larktreblig@sh.itjust.works,267,0,0,0,0,20,0,0,0,0,24,2,4,0,0,0,7,0,0,0,54,41,22,0,0,0,0,0,0,27,0,0
akq@lemm.ee,367,451,356,360,233,44,44,49,171,74,1,1,17,0,1,2,2,25,4,2,13,111,110,6,27,1,191,65,2,21,29,39
reisen@lemmy.world,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,1,0,0
JackLotus@toast.ooo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,1,1,0,0
RedHat@sh.itjust.works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PM_CTD@lemmy.world,133,36,22,18,18,18,3,6,40,65,21,72,47,62,0,37,12,9,0,74,116,93,258,132,38,4,2,158,61,13,6,1
greenbean@lemmy.ml,675,86,66,70,137,23,54,193,92,118,8,44,50,0,19,12,49,3,0,0,4,45,70,41,27,27,1,1,7,216,46,31
redw0rm@kerala.party,91,6,6,12,33,0,0,9,9,7,43,193,91,0,0,1,55,0,0,0,0,30,0,0,50,0,0,46,1,224,20,5
Traditional_Stick_49@lemmy.world,45,15,1,11,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,14,0,0,56,73,0,0,50,7
ythaha668@lemmy.world,128,37,37,16,131,5,0,0,10,28,0,4,10,83,1,4,16,169,138,1,48,10,1,3,52,35,2,84,4,4,0,0
sojh@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0
larktreblig@lemmy.world,160,0,0,0,0,12,0,0,0,0,21,0,15,0,0,6,6,0,0,0,54,38,79,0,0,0,0,0,0,39,0,0
Hash@toast.ooo,18,9,32,45,9,1,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,14,12,0,7,0,0
Floufym@lemmy.world,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lockenbert@slrpnk.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lost@lemmy.zip,28,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0
violezine@toast.ooo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikarific@lemmy.blahaj.zone,0,46,0,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
HeyHo@feddit.de,24,0,0,0,1,71,0,0,7,67,0,0,21,0,0,0,413,63,0,0,0,0,1,0,0,0,2,54,0,149,0,0
Rooki@lemmy.world,187,5,125,33,0,43,0,0,0,0,20,0,20,0,0,2,46,1,0,0,0,45,17,252,10,0,0,0,0,22,40,0
DragonM97HD@lemmy.world,474,66,177,114,42,2,13,57,149,62,25,130,71,96,20,73,4,3,0,1,77,126,99,1094,107,58,14,116,28,51,226,33
miryem@lemmy.blahaj.zone,95,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,30,0,0,0,0
CandyMeow@lemmy.world,0,0,0,0,7,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SuperApples@lemmy.world,208,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0
Mephir0@lemmy.world,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0
maxy@lemmy.blahaj.zone,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,17,0,0
KAP2003@lemmy.world,50,2,7,1,2,20,0,3,0,3,1,0,5,0,9,1,11,2,0,0,269,60,1325,5,44,0,0,1,0,1,8,0
nickname@toast.ooo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staze@ani.social,141,0,0,0,0,46,0,0,0,0,174,0,0,0,0,154,148,0,0,0,0,50,62,0,0,0,0,0,0,1,0,0
Prince_Jacko@lemmy.world,10,53,3,17,77,36,0,1,27,1,13,29,57,41,1,14,2,0,6,9,6,26,18,2,29,19,5,60,0,3,3,11
eatham@aussie.zone,71,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,43,0,0,0,0,0,9,0,0
DJSoundwav3@lemmy.world,339,332,133,370,468,85,0,0,0,0,5,3,174,6,0,2,5,6,5,0,130,55,117,42,234,14,39,75,21,467,38,3
Shadow@lemmy.ca,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,92,0,0
Trustacean@toast.ooo,3,3,0,16,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,1,0,0,0
razinc@lemmy.world,25,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,52,36,0,0,15,0
urzu_se7en@lemmy.world,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
Lumun@lemmy.zip,170,108,102,327,76,17,58,141,19,68,19,330,33,6,11,4,13,11,4,5,4,8,29,15,47,10,7,19,10,235,19,12
demondude@lemmy.world,15,9,1,6,51,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,15,0,0,0,1
schmeckledorfed_even@lemmy.world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snip@lemmy.world,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanderscout@lemmy.world,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ellypony@toast.ooo,52,67,26,12,2,10,32,60,87,105,20,10,0,59,0,0,0,0,0,11,0,0,0,0,0,0,1,10,0,0,0,0
AXLplosion@lemmy.zip,352,6,25,87,211,28,12,4,56,21,1,9,22,0,10,99,29,0,0,0,1,12,35,0,2,4,0,23,0,0,1,0
Gogggy@lemmy.world,18,142,194,335,339,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,56,1,0,0,0,0
Lileath@lemmy.blahaj.zone,11,0,0,1,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,19,0,0,9,6,0,1,0,12,0,0
redw0rm@lemmy.fmhy.net,32,25,2,9,21,1,0,6,50,2,42,143,64,0,0,0,39,0,0,0,0,0,0,0,44,0,0,81,0,77,14,2
derFensterputzer@feddit.de,31,0,0,0,0,2,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,34,0,0
Gaudi@lemmy.ca,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cluster_bright@lemmy.world,108,76,78,150,261,33,0,0,166,95,31,176,72,167,11,21,18,43,12,53,182,5,110,115,70,9,6,79,5,43,35,2
Doborus@toast.ooo,141,191,78,27,74,1,5,0,20,16,16,9,16,35,6,20,16,28,28,22,83,31,26,8,181,38,1,15,214,21,30,0
mitkah@feddit.de,8,6,2,2,3,3,1,0,35,4,0,0,10,11,6,192,0,65,0,0,0,0,10,0,0,0,0,2,1,0,0,0
Wilta3r_@lemmy.world,51,38,50,14,0,25,0,0,4,9,0,0,0,0,0,42,0,18,0,0,0,44,13,0,0,0,47,71,0,0,0,0
magical@lemmy.henknet.org,110,0,0,0,0,38,0,0,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,180,0
liz1328@beehaw.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OttoMaddox@lemmy.world,30,0,0,0,0,6,0,0,0,22,0,0,5,3,0,6,0,0,0,0,0,13,2,0,1,4,1,0,6,44,0,3
blueether@no.lastname.nz,532,0,10,11,116,45,0,5,51,150,0,0,0,0,4,1,11,27,0,0,0,0,0,430,0,0,0,0,0,102,0,0
legomannetje@lemmy.henknet.org,80,0,0,0,0,0,0,0,0,0,109,1,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,18,124,0
dave@lemmy.nz,39,0,5,62,46,2,0,0,68,28,8,0,0,0,0,0,0,7,0,0,0,0,279,310,0,0,2,0,0,19,0,0
lnxtx@feddit.nl,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1788,0,0,0,0,0,0,0,0,0
chris261090@feddit.de,132,61,11,21,6,2,0,0,0,0,0,0,83,1,0,0,15,0,0,0,0,0,0,0,0,0,0,5,9,18,0,0
myedition8@lemmy.world,297,1,0,0,0,20,0,0,0,0,34,14,0,0,0,0,93,0,0,0,2,0,2,0,6,0,0,9,0,0,0,0
AI_toothbrush@lemmy.zip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0
useless_modern_god@aussie.zone,7,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,0,0,0,0,0,0,456,0,0
norwedish@lemmy.federated.club,1,0,0,0,0,3,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,1,72,0
Anonpony1@lemmy.zip,136,0,0,125,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
ddenis@discuss.tchncs.de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,0,0,0
AMAMazing@aussie.zone,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
necrxfagivs@lemmy.world,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssalovaa@lemmy.world,4,2,1,0,15,5,0,0,0,0,0,4,5,0,0,0,0,0,0,0,15,2,2,0,0,1,0,0,0,0,0,0
MASBall8415@monyet.cc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SkrillyD@lemmy.world,4,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0
windeule@feddit.de,13,0,0,0,0,0,0,0,0,0,45,0,59,0,0,0,49,0,0,0,68,0,36,0,10,30,0,0,0,34,0,0
bigkix@lemm.ee,0,0,0,0,0,12,0,0,1,0,1,1,1,0,90,1,0,0,0,1,2,8,0,2,0,0,0,9,0,7,0,0
A10@kerala.party,0,13,7,2,22,5,4,6,3,0,28,30,28,0,0,4,47,0,0,0,0,6,4,0,0,1,0,0,0,92,30,1
awyzza@lemmy.world,1,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0
Cloudburst@lemmy.blahaj.zone,10,102,49,102,36,29,0,19,2,7,4,40,6,0,0,6,13,1,1,6,20,72,43,23,4,52,0,19,46,16,1,0
Gurkinator@toast.ooo,348,1,17,0,0,8,0,0,0,4,0,0,143,0,0,65,97,14,0,43,10,1,1,0,0,0,0,0,2,236,14,6
mupAus@aussie.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,35,1,0
LenEnjoyer@lemmy.world,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0
Ninjabread@lemmy.ml,54,0,0,21,38,0,0,0,22,38,0,0,0,0,0,21,15,27,8,0,0,0,287,306,0,0,0,0,0,18,0,0
Spaceez@lemmy.world,301,121,97,166,107,0,5,9,40,9,9,1,0,0,0,0,6,10,14,23,8,20,1,3,0,0,84,16,1,16,5,3
MLPixel@lemmy.world,17,14,34,8,9,18,0,21,19,13,22,49,31,26,21,47,7,11,9,29,18,58,43,26,23,32,1,19,6,28,0,0
lemmyrob23@geddit.social,54,0,0,0,0,19,24,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,242,0,0
KeepssMe@lemmy.world,49,17,0,3,67,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,36,20,11,21,16,26,4,42,56,0,18,0
opperhenk@lemmy.henknet.org,77,0,0,0,0,1,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,19,74,1
zeroxhunter@lemmy.world,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zephyr@lemmy.blahaj.zone,45,9,0,0,81,0,0,0,142,0,1,0,24,0,0,0,0,0,0,0,0,0,23,0,0,0,13,6,0,0,0,0
itszednotzee@lemmy.antemeridiem.xyz,248,2,16,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,9,0,0,0,0,0,169,0,0,0,0
TwinkleSprinkle@lemmy.world,12,15,0,2,15,13,0,0,0,3,8,19,6,5,0,12,2,17,18,2,77,26,15,0,20,1,3,91,57,9,0,0
Tobi@lemmy.ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
luthis@lemmy.nz,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,6,0,0,0,29,69,0,0,0,0,0,25,0,0
Nath@aussie.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,3,0,0,0,0,0,0,0,0
macbean@lemm.ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hmmmmlmao@lemmy.world,2,0,27,17,6,0,0,3,3,5,0,0,0,0,0,5,0,33,0,0,0,0,0,0,0,1,46,5,0,0,0,0
Seliaste@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0
tasho@lemmy.blahaj.zone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ChaosEnjoyer@lemmy.world,0,0,0,0,0,0,0,0,0,0,8,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave@lemmy.nz,67,0,0,0,0,1,0,0,64,8,0,0,0,0,0,124,0,40,0,0,0,0,234,261,0,0,6,0,0,48,0,0
Bonestyx@lemmy.world,36,15,31,23,61,259,1,6,1,142,23,20,36,63,1,5,0,2,0,4,7,41,12,6,8,10,3,19,26,52,30,35
KuttappanKalifornia@kerala.party,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bestonecrazy@lemmy.zip,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
tanker405th@lemmy.world,6,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,8,0,0,0,0,0,0,0,0,0
Xelnoc@lemmy.blahaj.zone,17,0,34,0,0,39,0,0,0,0,36,0,0,0,0,0,2,1,0,0,0,51,42,0,9,3,0,13,0,0,7,0
PaleVulpo@feddit.de,64,0,2,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,32,0,0,0,0,61,0,0
NorthWestWind@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
namipa@lemmy.world,763,0,13,23,2,221,0,0,1,4,1,10,4,0,10,26,27,31,2,2,0,67,46,1,3,0,0,8,18,8,8,13
weird_kit@lemmy.blahaj.zone,17,1259,0,0,37,1,0,0,0,0,42,30,0,0,0,0,0,0,10,3,0,0,1,0,0,0,109,16,17,2,0,0
Enderson1320@lemmy.world,391,57,61,39,8,24,0,8,7,3,1,41,56,37,0,23,0,23,14,22,43,51,231,343,94,129,5,120,43,55,12,2
Speiser0@feddit.de,131,41,0,0,0,6,0,1,6,0,44,6,105,1,3,8,5,0,0,0,4,138,150,43,58,62,0,15,0,222,8,12
qwarta_l@lemmy.world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0
